Year,Make,Model,Mileage,Body style,Gearbox,Hand drive,Engine,Color,Custom cleared,Price
2017,Ford,Explorer,21836,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6500
2017,Nissan,Frontier,19985,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6100
2018,Hyundai,Accent,133578,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,2400
2018,Honda,Pilot,100000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,11000
2020,Ford,Mustang,18347,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7900
2016,BMW,X6,24000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,15000
2017,BMW,X3,20647,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,6600
2017,Nissan,Versa,169761,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,2400
2021,Toyota,Camry,15543,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,20000
2022,Acura,MDX,743,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,19000
2020,BMW,228,35663,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,16000
2020,Tesla,Model Y,48159,Հետչբեք,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,մաքսազերծված չ,37000
2017,Ford,Fusion,21937,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,3200
2018,Mazda,CX5,112654,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,24000
2018,Ford,Escape,18257,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3400
2022,BMW,X6,799,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,84000
2021,Volkswagen,Tiguan,34739,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,11300
2017,Toyota,Corolla,54717,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մաքսազերծված,16500
2014,Ford,Fusion,189902,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Մաքսազերծված,12200
2020,Lexus,NX 300h,27848,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,19000
2021,Toyota,Rav 4,16824,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,9100
2019,Hyundai,Tucson,18348,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,6100
2021,Acura,ILX,16385,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9200
2008,Nissan,X-Trail,175000,Ամենագնաց,Վարիատոր,Աջ,Գազ,Արծաթագույն,Մաքսազերծված,8500
2018,Mercedes-Benz,C 300,18274,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,9900
2005,Volkswagen,Polo,190000,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Մաքսազերծված,6000
2020,Toyota,Rav 4,53388,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,7500
2021,Jeep,Grand Cherokee,16782,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,22100
2016,Honda,Pilot,22914,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,7200
2016,Mazda,3,23412,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3100
2017,Mazda,3,135545,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,2700
2022,Toyota,Venza,466,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,14000
2016,Tesla,Model X,104,Ունիվերսալ,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,Մաքսազերծված,52000
2015,Dodge,Այլ/Օther,157000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,17900
2017,Chevrolet,Cruze,23914,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,2500
2016,BMW,X6,104135,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,30000
2017,Ford,Mustang,100000,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9500
2019,Volkswagen,Jetta,75730,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8700
2019,Dodge,Challenger,53000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,16500
2021,Tesla,Model Y,16974,Ամենագնաց,Ավտոմատ,Ձախ,Էլեկտրական,Սև,մաքսազերծված չ,29300
2017,GMC,Savana,134010,Մինիվեն / Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14570
2021,Toyota,Highlander,16832,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,20500
2017,Kia,Sportage,154497,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,4200
2016,Kia,Sorento,21835,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4500
2019,Toyota,Highlander,18627,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,13600
2019,Kia,Sportage,65392,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,15100
2019,Kia,Sportage,19520,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,7200
2020,Lexus,GX 460,18345,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,26200
2017,Mazda,CX3,105955,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5700
2011,Lexus,LX 570,165000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,44500
2020,Nissan,Rogue,23818,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4800
2022,Nissan,Sentra,4828,Սեդան,Ավտոմատ,Ձախ,Բենզին,Նարնջագույն,մաքսազերծված չ,7100
2008,Honda,Elysion,119000,Մինիվեն / Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,14000
2017,Nissan,Maxima,77584,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3800
2017,Hyundai,Sonata,32186,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,17900
2019,Nissan,Pathfinder,64212,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,10000
2020,Toyota,Corolla,17329,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5900
2016,BMW,X5,77938,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,11000
2013,Porsche,Panamera,104000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,45000
2017,Honda,CR-V,21757,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,8200
2022,Acura,ILX,14822,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,10400
2021,Kia,Forte,15211,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5500
2020,Hyundai,Elantra,54717,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,6000
2017,Hyundai,Elantra,131000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,14500
2021,Kia,K5,2601,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9900
2021,Nissan,Versa,42135,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4600
2019,Lexus,RX 350,18479,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,16200
2018,Toyota,Rav 4,53108,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,Մաքսազերծված,26500
2017,BMW,320,59545,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7000
2019,Volkswagen,Jetta,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4300
2019,Subaru,Forester,18342,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5200
2018,Lexus,RX 350,24650,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,16000
2020,BMW,X3,18324,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,11400
2019,Jeep,Cherokee,18317,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5100
2020,Nissan,Rogue,60000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,7000
2021,Kia,Sorento,17285,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,9500
2017,Nissan,Altima,20371,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,3400
2017,Mercedes-Benz,E 300,180220,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,17500
2021,Mazda,3,16947,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,7200
2021,Toyota,Rav 4,32297,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,18000
2017,Toyota,Rav 4,96307,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8100
2017,Mazda,6,21934,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,17000
2017,Toyota,Camry,113590,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,11250
2019,Mercedes-Benz,A 220,32186,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,15000
2010,Ford,Mondeo,190000,Սեդան,Մեխանիկական,Ձախ,Բենզին,Սև,Մաքսազերծված,7600
2020,Toyota,Rav 4,52150,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,22000
2017,Toyota,Rav 4,21735,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6200
2019,Mazda,CX9,20443,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,15750
2018,Kia,Optima,176454,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6100
2018,BMW,X6,98536,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,28500
2016,Kia,Optima,73698,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3900
2017,Ford,Fusion,23690,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3000
2016,Lexus,ES 350,23890,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,9900
2018,Mercedes-Benz,GLE 350,23000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,24500
2021,Volkswagen,Jetta,16826,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5600
2014,Nissan,Altima,96000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,18000
2017,Jeep,Cherokee,21937,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4200
2019,Nissan,Sentra,141622,Սեդան,Վարիատոր,Ձախ,Բենզին,Սև,Մաքսազերծված,11000
2018,Nissan,Altima,99335,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,4100
2020,Mazda,CX3,32838,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,13650
2022,Toyota,Rav 4,6038,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,17000
2015,Volkswagen,Touareg,97000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,33000
2019,Hyundai,Kona,53076,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4600
2014,Toyota,Corolla,187000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,16500
2021,Nissan,Altima,17229,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8400
2017,Hyundai,Santa Fe,128747,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4100
2020,Mazda,CX9,18354,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,10500
2016,Nissan,Maxima,21395,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3800
2019,Nissan,Rogue,36865,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,6200
2006,Mercedes-Benz,CLS 350,121000,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,14300
2018,Tesla,Model 3,17935,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,մաքսազերծված չ,14200
2017,Kia,Optima,114263,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,6500
2018,Hyundai,Elantra,18695,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3700
2019,Kia,Sorento,119509,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,14950
2022,Toyota,Corolla,16954,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,8700
2016,Ford,Fusion,24150,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,2500
2022,Nissan,Altima,6990,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,37000
2017,Nissan,Rogue,58181,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4700
2016,Kia,Sportage,25000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5500
2022,Honda,CR-V,9620,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,17000
2015,Kia,Rio,130000,Սեդան,Վարիատոր,Ձախ,Գազ,Արծաթագույն,Մաքսազերծված,10500
2021,Toyota,Rav 4,16374,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9500
2019,Volkswagen,Jetta,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4200
2022,Toyota,Rav 4,2745,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,29700
2021,Mazda,CX-30,34324,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,9500
2016,Land,Rover Range Rover,22834,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,32000
2021,Mazda,CX-30,650,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,30300
2016,Audi,A4,125398,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,3750
2019,Nissan,Note,178748,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,2100
2018,Toyota,Camry,42000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Շագանակագույն,Մաքսազերծված,27500
2017,Dodge,Charger,18354,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,5800
2018,Toyota,Corolla,119091,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4600
2018,Toyota,Prius,89479,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,11000
2020,Audi,Q5,25749,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,15000
2017,Hyundai,Tucson,23914,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5300
2016,Nissan,Rogue,21725,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3500
2020,Nissan,Kicks,25749,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,19500
2017,Nissan,Rogue,18859,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4200
2018,Mazda,CX5,18358,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,5500
2019,Toyota,Camry,72420,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,29600
2015,Mercedes-Benz,GL 350,120700,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,42000
2018,Ford,Focus,192403,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,2200
2020,Nissan,Altima,77024,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,4850
2018,Toyota,Corolla,19836,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4500
2016,BMW,M5,23814,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,12300
2017,Toyota,Camry,37000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,17200
2021,Toyota,Corolla,16825,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6900
2019,Kia,Optima,59000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,21800
2020,Kia,Forte,90654,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,12000
2020,Kia,K5,28968,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,29500
2022,BMW,M2,37014,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,26000
2019,Toyota,Rav 4,18236,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,7100
2018,Audi,A3,121735,Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,մաքսազերծված չ,15000
2021,Lexus,RX 450h F Sport,37642,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,27000
2018,Honda,Pilot,19247,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10300
2007,BMW,X3,280000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Մաքսազերծված,8700
2019,Nissan,Rogue,40000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,18000
2021,Mazda,3,18652,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,5400
2020,Toyota,Camry,57175,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,19000
