Year,Make,Model,Mileage,Body style,Gearbox,Hand drive,Engine,Color,Custom cleared,Price
2017,Toyota,Corolla,21934,Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,մաքսազերծված չ,3900
2019,Lexus,RX 350,18347,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,19500
2019,Mitsubishi,Mirage,82076,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,2000
2016,Chrysler,200,156861,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,2400
2017,Chevrolet,Camaro,21834,Կուպե,Վարիատոր,Ձախ,Բենզին,Դեղին,մաքսազերծված չ,7100
2012,Toyota,Land Cruiser Prado,135000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,38000
2016,Ford,F150,22713,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10300
2016,Lincoln,MKZ,129391,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9500
2019,Nissan,Sentra,18725,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3100
2016,Hyundai,Tucson,24560,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5300
2017,Volkswagen,Passat,21976,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4500
2020,Toyota,Rav 4,16,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,23000
2020,Mazda,CX5,17935,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,6500
2017,Nissan,Rogue,125528,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,18400
2018,Toyota,Corolla,17395,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,3700
2018,Nissan,Altima,19347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3800
2017,Toyota,Yaris,56648,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,2000
2021,Mazda,CX5,16932,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,10200
2022,BMW,X3,16925,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,11300
2022,Audi,Q5,5837,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,23000
2022,BMW,430,415,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,46750
2016,Jeep,Grand Cherokee,21834,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8200
2016,Chevrolet,Malibu,23914,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,2500
2021,Chevrolet,Malibu,33712,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4800
2019,Mercedes-Benz,CLA 250,43452,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9000
2022,Kia,Sportage,2765,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,10300
2016,Hyundai,Santa Fe,153227,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,13500
2017,Volvo,XC60,75000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6000
2020,Ford,Escape,18347,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4400
2020,Nissan,Versa,136622,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5400
2016,Toyota,Corolla,22854,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3600
2016,Chevrolet,Cruze,23479,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,2500
2019,Ford,F150,17348,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,13100
2016,Jeep,Cherokee,22734,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,21374
2003,GAZ,3110,237000,Սեդան,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,Մաքսազերծված,2500
2008,Nissan,Tiida,200000,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,Մաքսազերծված,5500
2017,Toyota,Corolla,21734,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4100
2018,Mercedes-Benz,C 300,19347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9900
2018,Hyundai,Kona,32680,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10400
2020,Toyota,Camry,47000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,32500
2021,Honda,CR-V,43648,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,12200
2000,Mercedes-Benz,G 500,200000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,26000
2018,Hyundai,Elantra,120700,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4500
2016,Nissan,NV200,25910,Մինիվեն / Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,16000
2017,Audi,A4,70000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7500
2017,Mercedes-Benz,C 300,23717,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,8900
2017,Ford,Fusion,177027,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,16300
2011,Ford,Transit,210000,Մինիվեն / Միկրոավտոբուս,Մեխանիկական,Ձախ,Դիզել,Սպիտակ,Մաքսազերծված,11000
2021,Dodge,Charger,30577,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,20000
2017,Volkswagen,Jetta,15449,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,1800
2020,Toyota,Corolla,66324,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4600
2017,Nissan,Maxima,21735,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4900
2013,Lexus,GX 460 Premium,129552,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,72000
2006,Opel,Astra,135000,Ունիվերսալ,Մեխանիկական,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,7200
2018,Honda,Accord,18391,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,6200
2016,BMW,328,79000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Մաքսազերծված,25900
2019,Hyundai,Elantra,75967,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4700
2020,Ford,F150,18477,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,մաքսազերծված չ,14200
2021,Toyota,Venza,16852,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,18500
2021,Toyota,Tacoma,16934,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,17100
2019,Hyundai,Accent,62400,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3800
2019,Dodge,Challenger,14323,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12000
2017,Toyota,Alphard,71000,Մինիվեն / Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,45000
2018,BMW,530,94000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,Մաքսազերծված,45500
2018,Jeep,Cherokee,93824,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,19900
2008,BMW,528,170000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Երկնագույն,Մաքսազերծված,9600
2016,Ford,F150,24130,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,10200
2021,Hyundai,Tucson,16934,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7300
2017,Hyundai,Santa Fe,125536,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7200
2017,Nissan,Sentra,101388,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Մաքսազերծված,9300
2018,Toyota,Rav 4,18735,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,7500
2022,Hyundai,Sonata,4828,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,14000
2018,Jeep,Cherokee,18374,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4500
2019,Mercedes-Benz,GLA 250,25329,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9600
2012,Mercedes-Benz,S 500,126000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,26000
2017,Honda,CR-V,19987,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8300
2022,Toyota,Corolla,19851,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,9300
2021,Nissan,Maxima,16825,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10900
2022,Nissan,Rogue,5920,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,6600
2017,Hyundai,Elantra,113975,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3700
2021,Ford,Escape,15965,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5400
2020,Ford,Ecosport,18356,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,12200
2016,Lexus,CT200h,138403,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5000
2018,Kia,Sportage,18257,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6500
2022,Lexus,GX 460,9012,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,40000
2019,Toyota,Camry,25749,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5300
2020,Hyundai,Kona,35727,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5800
2019,Mini,Cooper,39420,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,6900
2018,Toyota,Camry,19514,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7500
2016,BMW,X3,21935,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5600
2016,Hyundai,Sonata,25000,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Արծաթագույն,մաքսազերծված չ,3200
2016,Acura,TLX,150000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,8000
2016,Kia,Soul,23958,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,2100
2020,Toyota,Rav 4,45434,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,22500
2019,Honda,HR-V,18247,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12300
2020,Audi,A3,29296,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,6900
2017,Honda,Civic,73817,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6300
2011,VAZ,(Lada) 2107,77000,Սեդան,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,Մաքսազերծված,4500
2017,Toyota,Camry,152942,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4600
2016,Ford,Focus,18395,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,1700
2019,Toyota,Tacoma,18246,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,15300
2016,Hyundai,Sonata,21835,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,2800
2021,BMW,540,10990,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,33000
2010,BMW,740,170000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,20000
2021,Toyota,Camry,16640,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12500
2016,Ford,Mustang,22814,Կուպե,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5100
2017,BMW,750,85134,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,29000
2021,Kia,Rio,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4100
2017,Toyota,Rav 4,146000,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Բալագույն,Մաքսազերծված,22000
2018,Nissan,Rogue,21552,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,4400
2017,Ford,Mustang,21735,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5800
2017,Toyota,Highlander,21834,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,14600
2017,Ford,Fusion,19934,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,3100
2017,Nissan,Juke,80000,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,3800
2018,Tesla,Model 3,24584,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Կարմիր,մաքսազերծված չ,20800
2020,Toyota,Corolla,16380,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,5800
2018,Infiniti,Q60,128734,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12000
2018,Mazda,3,49000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,մաքսազերծված չ,8500
2017,Jeep,Cherokee,19937,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4100
2016,Ford,F150,22374,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10200
2021,Kia,Forte,41842,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,6000
2017,Toyota,Corolla,28341,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4200
2017,Toyota,Camry,32186,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5000
2016,Nissan,Rogue,22971,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3500
2016,Chevrolet,Cruze,188616,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3500
2021,Toyota,Camry,16947,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,9500
2019,Toyota,GT86,19358,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6500
2016,Nissan,Rogue,98000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5900
2019,Nissan,Pathfinder,35727,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,6500
2018,Mercedes-Benz,CLS 55 AMG,63,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,60000
2010,Toyota,Camry,211000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,13500
2017,Cadillac,XT5,126333,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5400
2022,Chevrolet,Malibu,14400,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6500
2016,Nissan,Altima,23960,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,2900
2006,Mercedes-Benz,C 230,177027,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,8500
2018,Ford,Fiesta,125528,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,1500
1998,Mercedes-Benz,C 55 AMG,200000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,17000
2022,Honda,M-NV,31,Ամենագնաց,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,Մաքսազերծված,27500
2017,Ford,Fusion,121597,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Մոխրագույն,մաքսազերծված չ,4600
2017,Volkswagen,Jetta,21734,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,3100
2019,Hyundai,Sonata,18325,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,4100
2016,Ford,F150,25000,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,10100
2022,Mazda,3,5149,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,8000
2021,Subaru,BRZ,23979,Կուպե,Մեխանիկական,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,10000
2020,Kia,Forte,45983,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,5400
2005,BMW,530,100000,Սեդան,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,Մաքսազերծված,9500
2020,Toyota,C-HR,46670,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,25900
2019,Jeep,Cherokee,18324,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5100
2019,Honda,Civic,17348,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5500
2019,Chevrolet,Blazer,44997,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5700
2021,Acura,ILX,10943,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5900
2021,Kia,Sportage,16941,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,8900
2019,Mazda,CX3,100031,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5900
2021,Tesla,Model Y,16832,Ամենագնաց,Ավտոմատ,Ձախ,Էլեկտրական,Սպիտակ,մաքսազերծված չ,29300
2022,Tesla,Model 3,16825,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Մոխրագույն,մաքսազերծված չ,20100
2021,Cadillac,XT5,16824,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,9100
2017,Mazda,3,90000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,16000
2019,Kia,Forte,30463,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,5900
2017,Hyundai,Elantra,122310,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,14500
2016,Hyundai,Genesis,131966,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5200
2020,Hyundai,Tucson,58889,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,16500
2017,Hyundai,Elantra,150333,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4200
2021,Chevrolet,Camaro,16378,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,10200
2020,Infiniti,QX60,18347,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,8800
2021,Toyota,Camry,4500,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,38000
2016,Acura,ILX,21569,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,3600
2019,Toyota,Camry,73572,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,10200
2019,Ford,Mustang,18296,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7100
2022,Toyota,Camry,16827,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,13100
2017,Jeep,Cherokee,19632,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4200
2005,Porsche,Cayenne,124000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Մաքսազերծված,10500
2019,Hyundai,Sonata,56116,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,11900
2019,Subaru,Forester,18375,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5200
2021,Kia,Forte,16985,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5700
2014,Toyota,Corolla,130000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,18300
2018,Hyundai,Sonata,47467,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,4000
2017,Nissan,Rogue,52000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,11650
2016,Kia,Forte,155082,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,2700
2016,Kia,Sportage,23450,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5500
2019,Kia,Optima,18247,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,4700
2019,Nissan,Kicks,21440,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,4550
1991,Mercedes-Benz,124,260000,Սեդան,Մեխանիկական,Ձախ,Գազ,Մոխրագույն,Մաքսազերծված,3400
2020,Jeep,Grand Cherokee,42720,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,6350
2010,Volkswagen,Passat CC,125000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,9900
2020,Toyota,Corolla,18347,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5900
2017,Ford,Mustang,21835,Կուպե,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,5800
2001,BMW,X5,310000,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,Մաքսազերծված,8200
2022,Mercedes-Benz,EQS,6000,Սեդան,Ավտոմատ,Ձախ,Էլեկտրական,Սև,Մաքսազերծված,137000
1995,Volkswagen,Golf,102000,Սեդան,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,Մաքսազերծված,2700
2018,Toyota,Rav 4,18452,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,6500
1996,Mercedes-Benz,C 180,325436,Սեդան,Մեխանիկական,Ձախ,Գազ,Սև,Մաքսազերծված,4400
2008,Nissan,Tiida,126000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Մաքսազերծված,6800
2017,Land,Rover Range Rover Evoque,85134,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,12000
2017,Nissan,Rogue,65000,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,5400
2022,Nissan,Kicks,13196,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,7500
2022,Nissan,Altima,10000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,մաքսազերծված չ,5200
2016,Mazda,6,140012,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,Մաքսազերծված,17900
2017,Kia,Forte,153190,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3100
2016,Chrysler,200,243010,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մաքսազերծված,10500
2017,Chevrolet,Silverado,22853,Պիկապ,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6100
2016,Mercedes-Benz,C 300,23914,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,7200
2020,Nissan,Maxima,50000,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3500
2019,Hyundai,Sonata,96560,Սեդան,Ավտոմատ,Ձախ,Հիբրիդ,Սպիտակ,մաքսազերծված չ,8500
2018,Toyota,Camry,152952,Սեդան,Ավտոմատ,Ձախ,Բենզին,Բեժ,մաքսազերծված չ,6900
2018,BMW,X3,21462,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,9400
2000,Opel,Vectra B,180000,Սեդան,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,Մաքսազերծված,4940
2020,Toyota,Camry,28253,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,մաքսազերծված չ,10800
2018,Ford,Edge,86904,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,12500
2019,Ford,Explorer,18246,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,8100
2017,Ford,Escape,23120,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,մաքսազերծված չ,3300
2016,Hyundai,Sonata,22385,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կարմիր,մաքսազերծված չ,2600
2010,Hyundai,Sonata,246229,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մաքսազերծված,8500
2017,Nissan,Armada,128747,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,մաքսազերծված չ,6900
